"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Template Matching Based Cough Detection Algorithm Using IMU Data From Earbuds","B. Lamichhane; E. Nemati; T. Ahmed; M. Rahman; J. Kuang; A. Gao","Scalable Health Lab Rice University, Houston, USA; Digital Health Lab Samsung Research America Mountain View, California, USA; Digital Health Lab Samsung Research America Mountain View, California, USA; Digital Health Lab Samsung Research America Mountain View, California, USA; Digital Health Lab Samsung Research America Mountain View, California, USA; Scalable Health Lab Rice University, Houston, USA","2022 IEEE-EMBS International Conference on Biomedical and Health Informatics (BHI)","4 Nov 2022","2022","","","01","04","Coughing is a common symptom across different clinical conditions and has gained further relevance in the past years due to the COVID-19 pandemic. An automated cough detection for continuous health monitoring could be developed using Earbud, a wearable sensor platform with audio and inertial measurement unit (IMU) sensors. Though several previous works have investigated audio-based automated cough detection, audio-based methods can be highly power-consuming for wearable sensor applications and raise privacy concerns. In this work, we develop IMU-based cough detection using a template matching-based algorithm. IMU provides a low-power privacy-preserving solution to complement audio-based algorithms. Similarly, template matching has low computational and memory needs, suitable for on-device implementations. The proposed method uses feature transformation of IMU signal and unsupervised representative template selection to improve upon our previous work. We obtained an AUC (AUC-ROC) of 0.85 and 0.83 for cough detection in a lab-based dataset with 45 participants and a controlled free-living dataset with 15 participants, respectively. These represent an AUC improvement of 0.08 and 0.10 compared to the previous work. Additionally, we conducted an uncontrolled free-living study with 7 participants where continuous measurements over a week were obtained from each participant. Our cough detection method achieved an AUC of 0.85 in the study, indicating that the proposed IMU-based cough detection translates well to the varied challenging scenarios present in free-living conditions.","2641-3604","978-1-6654-8791-7","10.1109/BHI56158.2022.9926839","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926839","Cough Detection;IMU;Accelerometer;Template Matching;Machine Learning;Health Technology","Privacy;Measurement units;Pandemics;Inertial navigation;Biomedical measurement;Particle measurements;Motion measurement","audio signal processing;biomedical measurement;body sensor networks;data privacy;diseases;feature extraction;image matching;medical signal detection;medical signal processing;patient monitoring;signal classification","IMU signal;unsupervised representative template selection;lab-based dataset;cough detection method;IMU-based cough detection;detection algorithm;IMU data;earbuds;coughing;automated cough detection;Earbud;wearable sensor platform;inertial measurement unit sensors;audio-based methods;wearable sensor applications;template matching-based algorithm;low-power privacy-preserving solution","","","","9","IEEE","4 Nov 2022","","","IEEE","IEEE Conferences"
"COVID-SAFE: An IoT-Based System for Automated Health Monitoring and Surveillance in Post-Pandemic Life","S. S. Vedaei; A. Fotovvat; M. R. Mohebbian; G. M. E. Rahman; K. A. Wahid; P. Babyn; H. R. Marateb; M. Mansourian; R. Sami","Department of Electrical and Computer Engineering, University of Saskatchewan, Saskatoon, Canada; Department of Electrical and Computer Engineering, University of Saskatchewan, Saskatoon, Canada; Department of Electrical and Computer Engineering, University of Saskatchewan, Saskatoon, Canada; Department of Electrical and Computer Engineering, University of Saskatchewan, Saskatoon, Canada; Department of Electrical and Computer Engineering, University of Saskatchewan, Saskatoon, Canada; College of Medicine, Saskatchewan Health Authority, Saskatoon, Canada; Biomedical Engineering Department, Engineering Faculty, University of Isfahan, Isfahan, Iran; Department of Epidemiology and Biostatistics, School of Health, Isfahan University of Medical Sciences, Isfahan, Iran; Department of Internal Medicine, School of Medicine, Isfahan University of Medical Sciences, Isfahan, Iran","IEEE Access","23 Oct 2020","2020","8","","188538","188551","In the early months of the COVID-19 pandemic with no designated cure or vaccine, the only way to break the infection chain is self-isolation and maintaining the physical distancing. In this article, we present a potential application of the Internet of Things (IoT) in healthcare and physical distance monitoring for pandemic situations. The proposed framework consists of three parts: a lightweight and low-cost IoT node, a smartphone application (app), and fog-based Machine Learning (ML) tools for data analysis and diagnosis. The IoT node tracks health parameters, including body temperature, cough rate, respiratory rate, and blood oxygen saturation, then updates the smartphone app to display the user health conditions. The app notifies the user to maintain a physical distance of 2 m (or 6 ft), which is a key factor in controlling virus spread. In addition, a Fuzzy Mamdani system (running at the fog server) considers the environmental risk and user health conditions to predict the risk of spreading infection in real time. The environmental risk conveys from the virtual zone concept and provides updated information for different places. Two scenarios are considered for the communication between the IoT node and fog server, 4G/5G/WiFi, or LoRa, which can be selected based on environmental constraints. The required energy usage and bandwidth (BW) are compared for various event scenarios. The COVID-SAFE framework can assist in minimizing the coronavirus exposure risk.","2169-3536","","10.1109/ACCESS.2020.3030194","Natural Sciences and Engineering Research Council of Canada (NSERC); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9220167","IoT;health monitoring;smart healthcare;pandemic;COVID-19","COVID-19;Servers;Internet of Things;Bluetooth;Temperature sensors","biomedical communication;blood;data analysis;diseases;fuzzy reasoning;health care;Internet of Things;learning (artificial intelligence);medical diagnostic computing;microorganisms;mobile computing;patient diagnosis;patient monitoring;pneumodynamics;smart phones;wireless LAN","IoT-based system;automated health monitoring;post-pandemic life;COVID-19 pandemic;infection chain;pandemic situations;low-cost IoT node;smartphone application;data analysis;health parameters;cough rate;respiratory rate;blood oxygen saturation;user health conditions;Fuzzy Mamdani system;fog server;environmental risk;COVID-SAFE framework;lightweight IoT node;healthcare;physical distance monitoring;fog-based machine learning tools;body temperature;virus spread;spreading infection;4G-5G-WiFi;LoRa;environmental constraints;coronavirus exposure risk;patient diagnosis;distance 2.0 m","","92","","53","CCBY","12 Oct 2020","","","IEEE","IEEE Journals"
"SafeCampus: Multimodal-Based Campus-Wide Pandemic Forecasting","S. Lu; B. Wu; X. Cong; Y. Yao; W. Shi","Wayne State University, Detroit, MI, USA; Hangzhou Dianzi University, Hangzhou, China; Wayne State University, Detroit, MI, USA; Wayne State University, Detroit, MI, USA; Wayne State University, Detroit, MI, USA","IEEE Internet Computing","7 Feb 2022","2022","26","1","60","67","The motivation of this work is to build a multimodal-based COVID-19 pandemic forecasting platform for a large-scale academic institution to minimize the impact of COVID-19 after resuming academic activities. The design of this multimodality work is steered by video, audio, and tweets. Before conducting COVID-19 prediction, we first trained diverse models, including traditional machine learning models (e.g., Naive Bayes, support vector machine, and TF-IDF) and deep learning models [e.g., long short-term memory (LSTM), MobileNetV2, and SSD], to extract meaningful information from video, audio, and tweets by 1) detecting and counting face masks, 2) detecting and counting cough for potential infected cases, and 3) conducting sentiment analysis based on COVID-19-related tweets. Finally, we fed the multimodal analysis results together with daily confirmed cases data and social distancing metrics into the LSTM model to predict the daily increase rate of confirmed cases for the next week. Important observations with supporting evidence are presented.","1941-0131","","10.1109/MIC.2021.3125571","National Science Foundation(grant numbers:2027251); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609638","COVID-19;Pervasive computing;Multimodal data;Predictive analytics","COVID-19;Pandemics;Analytical models;Social networking (online);Face recognition;Blogs;Social networking (online)","diseases;learning (artificial intelligence);medical computing;natural language processing;neural nets;social networking (online);support vector machines;text analysis","campus-wide pandemic;multimodal-based COVID-19 pandemic forecasting platform;large-scale academic institution;academic activities;multimodality work;COVID-19 prediction;diverse models;traditional machine learning models;support vector machine;deep learning models;short-term memory;COVID-19-related tweets;multimodal analysis results;LSTM model","","","","15","IEEE","9 Nov 2021","","","IEEE","IEEE Magazines"
"A Scalable and Domain Adaptive Respiratory Symptoms Detection Framework using Earables","N. Nguyen; A. Chakma; N. Roy","Department of Electrical and Computer Engineering, Texas A&M University, College Station, USA; Department of Information Systems, University of Maryland, Baltimore County, Baltimore, USA; Department of Information Systems, University of Maryland, Baltimore County, Baltimore, USA","2021 IEEE International Conference on Big Data (Big Data)","13 Jan 2022","2021","","","5620","5625","The COVID-19 pandemic has brought a devastating impact on human health across the globe, and people are still observing face-masking as a preventive measure to contain the spread of COVID-19. Coughing is one of the major transmission mediums of COVID-19, and early cough detection could play a significant r ole i n p reventing t he s pread o f t his life-threatening virus. Many approaches have been proposed for developing systems to detect coughing and other respiratory symptoms in literature, but earable devices are not well-studied and investigated for respiratory symptom detection. In this work, we posited an acoustic research prototype (earable device) - eSense that has acoustic and IMU sensors embedded into user-convenient earbuds to address the following issues: (i) feasibility of the earables in detecting respiratory symptoms, and (ii) scalability of trained machine learning models in the presence of unseen data samples. We performed experimentation with both shallow and deep learning models on the eSense collected data samples. We observed that the deep learning model outperforms the shallow learning models achieving 97% accuracy. Furthermore, we investigated the scalability of the deep learning model on unseen datasets and noticed that the performance of the deep learning model deteriorates when trained on a particular dataset and tested on an unseen dataset. To mitigate such challenges, we postulated an adversarial domain adaptation technique that helps improve the performance of our respiratory symptoms detection framework by a substantial margin.","","978-1-6654-3902-2","10.1109/BigData52589.2021.9671796","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671796","Domain Adaptation;eSense;COVID-19;Respiratory Symptoms;Earables;Smart Health","Deep learning;COVID-19;Training;Adaptation models;Scalability;Prototypes;Big Data","acoustic signal detection;adaptive signal detection;biomedical equipment;deep learning (artificial intelligence);diseases;earphones;epidemics;medical signal detection;protective clothing;respiratory protection","COVID-19 pandemic;human health;face masking;cough detection;earable device;respiratory symptom detection;IMU sensors;machine learning;deep learning;adversarial domain adaptation technique;acoustic research prototype;eSense;domain adaptive respiratory symptoms detection;scalable adaptive respiratory symptoms detection","","1","","19","IEEE","13 Jan 2022","","","IEEE","IEEE Conferences"
"Performance Evaluation of Transfer Learning Technique for Automatic Detection of Patients with COVID-19 on X-Ray Images","O. EL GANNOUR; S. HAMIDA; B. CHERRADI; A. RAIHANI; H. MOUJAHID","SSDIA Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; SSDIA Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; STIE Team, CRMEF Casablanca-Settat, provincial section of El Jadida, El Jadida, Morocco; SSDIA Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; SSDIA Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco","2020 IEEE 2nd International Conference on Electronics, Control, Optimization and Computer Science (ICECOCS)","14 Jan 2021","2020","","","1","6","A new pandemic of coronavirus (COVID19) reported for the first time in Wuhan, China. This new virus has spread rapidly around the world with fever, cough, and difficulty breathing symptoms. In this paper, we propose a Deep Learning based system for the diagnosis of COVID19 disease. This system is based on Transfer Learning technique of six pretrained models. The X-Ray image dataset used contains 2905 images with a resolution of 1024*1024 pixels. A series of preprocessing operations has been applied to this dataset. The performance results obtained in this study confirm that the classification obtained by the Xception network is the most precise for detecting cases infected with COVID19. Our system has achieved accuracy and sensitivity of 98% and 100% respectively.","","978-1-7281-6921-7","10.1109/ICECOCS50124.2020.9314458","Centre National pour la Recherche Scientifique et Technique; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9314458","COVID19;Machine Learning;Deep Learning;Transfer Learning;CNN;VGG16;VGG19;InceptionV3;Xception;ResNet50V2;MobileNetV2","COVID-19;Diseases;Databases;X-ray imaging;Viruses (medical);Mathematical model;Lung","diagnostic radiography;diseases;learning (artificial intelligence);medical image processing;pneumodynamics","transfer learning technique;COVID19 disease diagnosis;X-ray image dataset;breathing symptoms;deep learning-based system;Xception network","","9","","27","IEEE","14 Jan 2021","","","IEEE","IEEE Conferences"
"Corona Virus Detection and Classification with Radiograph images using RNN","M. Mohammed; A. V. Krishna Raghavendra; G. K. Lahari","Koneru Lakshmaiah Educational Foundation; Koneru Lakshmaiah Educational Foundation, Bachelor of Technology in Computer Science and Engineering; Koneru Lakshmaiah Educational Foundation","2021 5th International Conference on Trends in Electronics and Informatics (ICOEI)","21 Jun 2021","2021","","","1148","1156","We are working on detecting the symptoms of Corona virus also known as Covid-19 in this project. From diagnosis to treatment, COVID-19 has posed a significant threat to journalists, researchers, physicians, and organizations all over the world. Analysts are working nonstop to gain proper knowledge in order to monitor the pandemic in their respective areas. As a result, it is critical to incorporate an intelligent system as an alternative option for preventing COVID-19-related effects or death in society. The determination of the level of risk, with the aid of various Artificial Intelligence methodologies, may be one of the answers to controlling the damage. A number of machine learning models have been developed to diagnose and evaluate the seriousness of a variety of cases. Clinical evidence from patients who have been infected with a virus has been used in the proposed study to predict the seriousness of the disease if the patient has been infected. The signs of the disease (corona virus) as well as other parameters specific to the person's health have been taken into consideration. COVID-19 is a highly infectious disease that has been declared a Public Health Emergency and a Pandemic by the World Health Organization. The virus has infected over 25 million people worldwide which has killed over 840,000 people and threatened the lives of millions more. COVID-19 is characterized by a dry cough, sore throat, and ahigh temperature. It is critical to find quick and accurate results for Covid-19 at this time in order to stop it in its early stages and avoid it from being a problem. Deep learning concepts are being used to analyze and classify symptoms from radiograph images. Chest radiographs are one of the early screening tests to assess the onset of disease since the infection seriously affects the lungs. In this proposal, we used a recurrent neural network model combined with a multilevel thresholding technique to detect Corona virus. One of the machine learning techniques for prediction is the RNN model. A Recurrent Neural Network is used to decide if the given images belong to Covid-19 during the classification process. This implementation is based on a publicly available dataset of radiograph images.","","978-1-6654-1571-2","10.1109/ICOEI51242.2021.9452950","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9452950","Covid-19 Detection;Neural Network;Recurrent Neural Network;Radio graphic images;Machine Learning;Artificial Intelligence;LSTM'S;Convolution Neural Network;CT Scans;X-Rays","COVID-19;Radiography;Temperature sensors;Temperature measurement;Recurrent neural networks;Pandemics;Organizations","diagnostic radiography;diseases;image classification;learning (artificial intelligence);lung;medical computing;medical image processing;recurrent neural nets","Corona virus detection;radiograph images;COVID-19;disease;recurrent neural network;Corona virus classification;RNN;machine learning;screening tests;multilevel thresholding;World Health Organization;public health emergency;pandemic;deep learning;artificial intelligence","","2","","17","IEEE","21 Jun 2021","","","IEEE","IEEE Conferences"
"Comparative Study of Pretrained Network Feature Extraction and Classifiers for COVID-19 Detection","A. A. L; V. Chandra S.S","Dept. of Computer Science, University of Kerala, Kerala, India; Dept. of Computer Science, University of Kerala, Kerala, India","2021 8th International Conference on Smart Computing and Communications (ICSCC)","6 Sep 2021","2021","","","12","16","Severe Acute Respiratory Syndrome (SARS-CoV-2) causes COVID-19, an infectious disease. It has since spread worldwide, leading to an ongoing pandemic. A coronavirus is a virus that infects the nose, sinuses, and upper throat. Fever, cough, trouble in breathing, loss of smell and taste are some of the symptoms. COVID-19 causes mild to moderate infection in most infected patients, who recover without the need for additional treatment. However, it is critical in the lives of older persons and persons with different diseases like diabetes, cancer, cardiovascular disease, and so on. In this study, we propose a method for detecting COVID-19 from CT images. Here the features are extracted using the pretrained network, ResNet-50, and categorized as COVID-19 infected or not using the KNN classifier. This study also focuses on the efficiency of pre-trained networks and other classification approaches for the automatic detection of COVID-19. The AlexNet, VGG-16, VGG-19, ResNet-50, ResNet-101, and DenseNet-201 pre-trained networks are used to extract features for analysis. We explored the Support Vector Machine(SVM), Ensemble based method, K Nearest Neighbour(KNN), Discriminant approach, Tree-based, and Naive Bayes classifiers to get the best classifier. The method was tested on the SARS-CoV-2 CT data set. The ResNet-50 with KNN classifier has a sensitivity, specificity accuracy, and F1-score of 95.99 %, 99.16%, 97.52%, and 97.56%, respectively, which is superior to the work reported.","","978-1-7281-9687-9","10.1109/ICSCC51209.2021.9528154","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9528154","COVID 19;Deep Learning;SVM;KNN","COVID-19;Sensitivity;Pandemics;Infectious diseases;Computed tomography;Support vector machine classification;Nose","Bayes methods;computerised tomography;convolutional neural nets;diseases;feature extraction;image classification;medical image processing;microorganisms;nearest neighbour methods;pneumodynamics;support vector machines","VGG-16;VGG-19;ResNet-50;ResNet-101;KNN classifier;pretrained network feature extraction;COVID-19 detection;severe acute respiratory syndrome;SARS-CoV-2 CT dataset;DenseNet-201 pretrained networks;AlexNet;k nearest neighbour;discriminant approach;naive Bayes classifiers;CT images","","","","15","IEEE","6 Sep 2021","","","IEEE","IEEE Conferences"
"Qurra : an Offline AI-based Mobile Doctor","H. Alsharif; A. Badokhon; K. Alhazmi","National Centre for Robotics Technology and Internet of Things, King Abdulaziz City for Science and Technology (KACST), Riyadh, Saudi Arabia; National Centre for Robotics Technology and Internet of Things, King Abdulaziz City for Science and Technology (KACST), Riyadh, Saudi Arabia; National Centre for Robotics Technology and Internet of Things, King Abdulaziz City for Science and Technology (KACST), Riyadh, Saudi Arabia","2020 IEEE Global Conference on Artificial Intelligence and Internet of Things (GCAIoT)","9 Feb 2021","2020","","","1","6","The recent global health pandemic has shifted the way healthcare is provided. Healthcare providers are overwhelmed with hospitals' beds being occupied and concerned about well being of visiting patients in need of regular checkups. Hence, innovative mobile-based healthcare solutions are needed. This work named Qurra or in Arabic presents a real-time solution that uses pre-trained built-in machine learning (ML)-models on mobile devices for convenient health checkups. The Qurra application operates by sampling data from various mobile sensors and uses the sampled data as input to different machine learning modules to produce a meaningful health diagnosis. The developed modules are the heart rate and cough detection. These modules are the focus of this paper. The approach used in this work relies on externally ML- based trained models that are ported to the application. Then, sensory inputs are tested against these pre-trained models, locally computed and analyzed on the mobile phone. The results are displayed to the user in real-time. This approach of having the models embedded to the mobile phone eliminates the need for internet connectivity. Moreover, the developed system is compared with a third party application in addition to its native model on a desktop computer. Also, the app has fast overall processing time of approximately 2-3.5 seconds.","","978-1-7281-8420-3","10.1109/GCAIoT51063.2020.9345862","King Abdulaziz City for Science and Technology (KACST); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9345862","eHealth;Cough detection;Mobile app;Health diagnostics;COVID-19","Computational modeling;Telemedicine;Machine learning;Mobile handsets;Real-time systems;Sensors;Testing","cardiology;data analysis;diseases;embedded systems;epidemics;health care;learning (artificial intelligence);medical information systems;mobile computing;patient diagnosis;pneumodynamics;sampling methods","pretrained built-in machine learning models;mobile-based healthcare solutions;health checkups;ML-based trained models;fast overall processing time;third party application;mobile phone;sensory inputs;cough detection;heart rate;health diagnosis;sampled data;mobile sensors;Qurra application;mobile devices;real-time solution;regular checkups;hospitals;healthcare providers;global health pandemic;offline AI-based mobile doctor","","","","15","IEEE","9 Feb 2021","","","IEEE","IEEE Conferences"
"Resnet Fusion Model for Multi-Class Classification of Chest X-Rays","N. Choeda; J. Pruthi","Big Data Analytics, Chandigarh University; Big Data Analytics, Chandigarh University","2022 International Conference on Machine Learning, Big Data, Cloud and Parallel Computing (COM-IT-CON)","15 Aug 2022","2022","1","","425","431","Lung diseases affect many populations around the world and their symptoms may range from common cough to chronic lung infections caused by unhygienic living conditions, unhealthy habits(smoking) and often inter-species virus/bacterial transmission. Moreover, the death toll and individuals affected by lung infections have skyrocketed after the contagious COVID-19 outbreak in 2019 December in Wuhan China. The Big Data revolution has increased the number of labelled and analyzed x-ray image data in the medical field, which has triggered more solutions for preventive and early diagnostics measures in the area. However contagious nature of COVID-19 makes it unsafe for medical practitioners despite the use of preventive gear and the varying examination skills of radiologists generates a biased result with different x-rays. Employing Deep Neural Network-based methodologies would help overcome the current issue. In this paper, we have compared the performance of pre-trained models Resnet18, Resnet50 and the fusion of the two Resnet models using transfer learning. We have performed cross-validation of 5 folds with 25 epochs for each fold to obtain the optimal metrics performance for all three models. Average accuracy, precision, f1-score and recall of 88.75%, 89.89%, 88.75% and 88.66% was reported for resnet18 respectively while Resnet50 yield 90.25%, 90.26%, 90.25% and 90.24% for the same. The proposed fusion model gave increased performance metrics with an accuracy of 95.75%, precision of 95.89%, recall of 95.75% and an f-1 score of 95.75%.","","978-1-6654-9602-5","10.1109/COM-IT-CON54601.2022.9850759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9850759","Big Data;Deep Neural Network;COVID-19;X-ray","COVID-19;Computational modeling;Lung;Predictive models;Big Data;Data models;X-ray imaging","Big Data;deep learning (artificial intelligence);diseases;epidemics;lung;medical image processing;microorganisms","transfer learning;cross-validation;optimal metrics performance;performance metrics;Resnet fusion model;multiclass classification;chest x-rays;lung diseases;chronic lung infections;unhygienic living conditions;unhealthy habits;contagious COVID-19 outbreak;Wuhan China;Big Data revolution;x-ray image data;medical field;preventive diagnostics measures;contagious nature;medical practitioners;deep neural network-based methodologies;inter-species virus-bacterial transmission","","","","25","IEEE","15 Aug 2022","","","IEEE","IEEE Conferences"
"Contactless Covid-19 Monitoring System Using IOT","S. M; G. K. Reddy; T. J. Reddy; B. Manikanta; E. R. G","Erode Sengunthar Engineering College, Erode, TamilNadu, India; Department of ECE, Kalasalingam Academy of Research and Education, Anand Nagar, Krishnankoil, India; Department of ECE, Kalasalingam Academy of Research and Education, Anand Nagar, Krishnankoil, India; Department of ECE, Kalasalingam Academy of Research and Education, Anand Nagar, Krishnankoil, India; Erode Sengunthar Engineering College, Erode, TamilNadu, India","2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE)","18 Jul 2022","2022","","","670","674","The main purpose of this study is to track down corona virus interactions using the Internet of Things. The sickness is reported to be very contagious when it comes into touch with sick people. High fever, cough, and trouble breathing are the most common signs of COVID19. They've demonstrated how the sickness has evolved to conceal its signs. Because this sickness is highly contagious, it has the potential to spread rapidly, killing thousands of people. And the transmission chain must be identified as a top concern. The Internet of Things are collection that work together to accomplish a goal. Every object has its own identity, which will be used to record main Occurrences serve as a springboard for future learning and judgments. In the medical industry, IoT plays an indisputable role in disease identification and surveillance. A new epidemic is spreading across the globe. Amid a slew of other life-threatening illnesses Despite tight lockdown procedures, COVID-19, a respiratory syndrome virus discovered in 2019, is now posing a significant threat to countries. Conclusions – The authors of this study created a design for an IoT system that collects data from individuals via sensors and sends it to clinicians via mobile phones, computers, and other devices to predict the Covid-19 sickness. The main goal is to predict COVID-19 so that early health surveillance may be provided. Therefore, the writers are able to distinguish between the two.","","978-1-6654-3789-9","10.1109/ICACITE53722.2022.9823487","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9823487","Thermopile sensor;Blood oxygen sensor;Node MCU","COVID-19;Surveillance;Telemedicine;Machine learning;Software;Sensor systems;Mobile handsets","chemical sensors;diseases;epidemics;Internet of Things;medical diagnostic computing;microorganisms;mobile radio;patient diagnosis;patient monitoring;sensors;temperature sensors;thermopiles","disease;illnesses;respiratory syndrome virus;IoT system;Covid-19 sickness;contactless Covid-19 monitoring system;corona virus interactions;Internet-of-things;fever;transmission chain;epidemic;sensors;mobile phones;health surveillance","","","","23","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"Early Detection of Covid-19 Disease using Computed Tomography Images and Optimized CNN-LSTM","M. H. Memon; N. A. Golilarz; J. Li; M. Yazdi; A. Addeh","School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; Faculty of Electrical and Computer Engineering, Babol Noshirvani University of Technology, Babol, Iran","2020 17th International Computer Conference on Wavelet Active Media Technology and Information Processing (ICCWAMTIP)","15 Jan 2021","2020","","","161","165","Since the novel Coronavirus (COVID-19) pandemic showed up in China, it became a big problem for health authorities to counter this life-threatening disease. Early light signs such as fever and nonproductive cough give a chance for early detection of disease and appropriate treatment. Imaging features that can be obtained using computed tomography (CT) images are of the most significant aspects of COVID-19 for screening, examination, therapy evaluation, and follow-up. This paper proposes an intelligent method for early detection of COVID-19 based on CT images and deep neural networks. In the developed method, the convolutional neural network (CNN) is used for automatic feature extraction from CT images and long-short term memory (LSTM) is used for final classification. Moreover, the Harris hawk optimization (HHO) algorithm is implemented for finding the best possible value of internal parameters of CNN and LSTM, such as the number of convolution/pooling layers, size, and the number of convolution kernels with the aim of increasing the classification accuracy. The developed method tested on data collected in Mashi Daneshvari Hospital in Iran. The obtained results showed that the developed method could detect the COVID-19 with high accuracy without needing radiologist experts.","2576-8964","978-1-6654-0505-8","10.1109/ICCWAMTIP51612.2020.9317334","National Natural Science Foundation of China(grant numbers:61370073); National High Technology Research and Development Program of China(grant numbers:2007AA01Z423); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9317334","CNN;LSTM;Biomedical image processing;Machine-learning algorithms;Optimization","COVID-19;Computed tomography;Feature extraction;Diseases;Lung;Classification algorithms;Optimization","cellular biophysics;computerised tomography;convolutional neural nets;diseases;feature extraction;image classification;medical image processing;microorganisms;optimisation","computed tomography images;CT images;deep neural networks;convolutional neural network;Harris hawk optimization algorithm;covid-19 disease;optimized CNN-LSTM;novel coronavirus pandemic;life-threatening disease;convolution-pooling layers","","2","","32","IEEE","15 Jan 2021","","","IEEE","IEEE Conferences"
"Toward a Wearable Crowdsource System to Monitor Respiratory Symptoms for Pandemic Early Warning","W. Zhang; J. Li; Y. Wen; Y. Luo","Singapore Institute of Technology (SIT), Singapore; Nanyang Technological University (NTU), Singapore; Nanyang Technological University (NTU), Singapore; Peking University, China","IEEE Network","14 Jun 2021","2021","35","3","56","63","Early warning of a potential pandemic with respiratory symptoms is crucial for global health management. It enables timely intervention to reduce the likelihood of uncontrollable massive virus spread. In this research, we propose to leverage the ubiquitous wearable devices to develop a wearable crowdsource system to monitor respiratory symptoms such as cough and fever. Wearable devices nowadays can directly and non-intrusively measure people's vital signs in real time with a variety of sensors embedded. We collect the data from wearable devices and develop machine learning algorithms to analyze the data for respiratory symptom monitoring and early warning. In particular, we focus on cough detection through multi-source data fusion (e.g., accelerometer amplitude and microphone audio). Preliminary results show that our algorithms result in higher detection accuracy and less false positives with the lowest use of computing resources. This research potentially transforms the way pandemic early warning is implemented and the way we respond to public health crises in the years to come.","1558-156X","","10.1109/MNET.011.2000718","National Research Foundation (NRF)(grant numbers:NRF2015ENC_GBI-CRD001-012,BSEWWT2017_2_06); Nanyang Technological University (NTU)(grant numbers:DSAIR@NTU); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9454592","","COVID-19;Accelerometers;Machine learning algorithms;Pandemics;Wearable computers;Data collection;Biomedical monitoring;Pandemics;Epidemics;Coronaviruses;Viruses (medical)","accelerometers;diseases;health care;learning (artificial intelligence);medical computing;patient monitoring;pneumodynamics;sensor fusion;wearable sensors","timely intervention;uncontrollable massive virus;ubiquitous wearable devices;wearable crowdsource system;cough;fever;respiratory symptom monitoring;multisource data fusion;global health management;pandemic early warning","","","","12","IEEE","14 Jun 2021","","","IEEE","IEEE Magazines"
